date,USD,EUR,RUB
2015-05-13,20.6249923815,23.4631805532,0.4209725673
2015-05-14,20.4998772057,23.2998204981,0.4085986886
2015-05-15,21.1249999999,24.1445539884,0.4261714247
2015-05-16,21.0000000000,24.0387367072,0.4239075801
2015-05-17,21.0000000000,24.0387367072,0.4239075801
2015-05-18,21.9749971815,24.9509589280,0.4472332462
2015-05-19,21.1250000128,23.5576170309,0.4274940338
2015-05-20,20.7500000000,22.9875820405,0.4154713107
2015-05-21,20.7550000000,23.0885876104,0.4163519840
2015-05-22,20.8540408223,23.0118898368,0.4176508759
2015-05-23,20.7299995422,22.8234835730,0.4150191602
2015-05-24,20.7299995422,22.8245177146,0.4150191602
2015-05-25,20.7469869670,22.7659181208,0.4142606995
2015-05-26,21.5100002929,23.4045321123,0.4229940709
2015-05-27,21.5102002289,23.4209885644,0.4153062933
2015-05-28,21.3248023629,23.2655291563,0.4043372774
2015-05-29,21.1000003815,23.1862024099,0.4024897682
2015-05-30,21.0495251122,23.1380842907,0.4021884349
2015-05-31,21.0495251122,23.1380842907,0.4021884349
2015-06-01,21.0500392365,22.9681782886,0.3940881224
2015-06-02,21.1899989863,23.5816445482,0.3987621854
2015-06-03,20.9619661433,23.6343946635,0.3869969380
2015-06-04,21.1140000573,23.7923464757,0.3769453901
2015-06-05,21.1000000001,23.4351107200,0.3740159345
2015-06-06,21.0449712094,23.3914883647,0.3738359237
2015-06-07,21.0449712094,23.3914883647,0.3738359237
2015-06-08,21.2249987815,23.8366258312,0.3779483278
2015-06-09,21.2049680696,23.9238391972,0.3816431223
2015-06-10,21.0729867010,23.8337022492,0.3878396585
2015-06-11,21.0369666384,23.6395415240,0.3838883881
2015-06-12,21.0498795842,23.7432045826,0.3815322551
2015-06-13,21.0498795842,23.7105600840,0.3811318562
2015-06-14,21.0498795842,23.7112374633,0.3811318562
2015-06-15,21.5158225916,24.2197893113,0.3946156032
2015-06-16,21.7471248670,24.4267208650,0.4051857334
2015-06-17,21.7874295835,24.4970541304,0.4020234618
2015-06-18,21.1489327194,24.1107721339,0.3966883147
2015-06-19,21.7250007629,24.6246148753,0.4007015658
2015-06-20,21.6981539428,24.6425716118,0.4014872349
2015-06-21,21.6981539428,24.6415333622,0.4014872349
2015-06-22,21.7747416047,24.7804495375,0.4046813388
2015-06-23,21.7238341313,24.3017248378,0.4013448271
2015-06-24,21.1747378023,23.6706633257,0.3884046156
2015-06-25,21.5799995422,24.1612387691,0.3949930444
2015-06-26,21.0238952226,23.4410966787,0.3829520564
2015-06-27,20.9949903853,23.4408038601,0.3829668903
2015-06-28,20.9949903853,23.4411562170,0.3829668903
2015-06-29,20.9974113754,23.4841697483,0.3784057850
2015-06-30,21.0000000000,23.4206466554,0.3789044173
2015-07-01,21.0099791098,23.2894310999,0.3779360784
2015-07-02,20.9950011592,23.2865310728,0.3779384420
2015-07-03,21.1489316102,23.4672047547,0.3780628136
2015-07-04,21.1489326874,23.4968560258,0.3769283332
2015-07-05,21.1489326874,23.4984846579,0.3769283332
2015-07-06,21.3742501138,23.6705724869,0.3780311049
2015-07-07,21.2649997071,23.2924311469,0.3712193742
2015-07-08,21.6073861251,23.9180058318,0.3761361162
2015-07-09,22.0247436827,24.2751253601,0.3854168846
2015-07-10,21.8885190213,24.4097335541,0.3873537494
2015-07-11,21.9471030921,24.4841507978,0.3892241919
2015-07-12,21.9471030921,24.4841507978,0.3892241919
2015-07-13,22.1995483258,24.4678092888,0.3926985682
2015-07-14,22.1918763602,24.4439770763,0.3933561790
2015-07-15,21.9495454580,24.0607877548,0.3857957556
2015-07-16,22.1496726000,24.1382169433,0.3913336312
2015-07-17,22.0995450415,23.9732462045,0.3880789412
2015-07-18,22.0995451914,23.9326678883,0.3880551958
2015-07-19,22.0995451914,23.9332037466,0.3880551958
2015-07-20,22.1022559109,23.9823810091,0.3886751874
2015-07-21,22.0736677109,24.1221631410,0.3878471030
2015-07-22,22.0745351446,24.0271548620,0.3863768732
2015-07-23,22.1249706784,24.2778264309,0.3842254163
2015-07-24,21.9998864806,24.1457360108,0.3761039179
2015-07-25,22.0000000000,24.1427936504,0.3760041019
2015-07-26,22.0000000000,24.1427936504,0.3760041019
2015-07-27,22.1215682669,24.5860229532,0.3720421361
2015-07-28,22.1698865171,24.5017734238,0.3687174742
2015-07-29,22.0249905232,24.2798167743,0.3732359058
2015-07-30,21.0995075104,23.0277228839,0.3551093364
2015-07-31,21.2215490955,23.4108708999,0.3468211736
2015-08-01,21.2199993134,23.3058751382,0.3471858526
2015-08-02,21.2199993134,23.3062226482,0.3502805987
2015-08-03,22.1098286961,24.2322799119,0.3520519817
2015-08-04,21.5495320304,23.6072382233,0.3421024150
2015-08-05,21.6075591885,23.4827341562,0.3412625857
2015-08-06,21.1499996185,23.0989269299,0.3280314961
2015-08-07,21.1249634538,23.1417614206,0.3300298189
2015-08-08,21.1200008392,23.1601812013,0.3317625014
2015-08-09,21.1200008392,23.1601830763,0.3317625014
2015-08-10,21.3498659916,23.4681677424,0.3377059334
2015-08-11,21.4950008392,23.7399617256,0.3338549767
2015-08-12,21.3969727927,23.9610655441,0.3329402691
2015-08-13,21.5000000026,23.9514190215,0.3321253383
2015-08-14,21.9489480316,24.3872221802,0.3397690884
2015-08-15,21.7980003357,24.2175786151,0.3367786842
2015-08-16,21.7980003357,24.2168809349,0.3367786842
2015-08-17,22.2999992371,24.7053716048,0.3417707304
2015-08-18,22.0995450413,24.3689679931,0.3358119647
2015-08-19,22.1747407999,24.5295605914,0.3342592945
2015-08-20,22.2699996185,24.9341243467,0.3319148123
2015-08-21,22.1450004578,25.1649647594,0.3219343951
2015-08-22,22.1450004578,25.2215216712,0.3209839156
2015-08-23,22.1450004578,25.2207199935,0.3209839156
2015-08-24,22.6550006764,26.2414424771,0.3196957267
2015-08-25,22.4489970013,25.6109777292,0.3257237221
2015-08-26,22.2649993896,25.3614307719,0.3216368530
2015-08-27,21.0200007778,23.6239383073,0.3166252764
2015-08-28,21.1995286921,23.6792784567,0.3239238732
2015-08-29,21.1000003815,23.5951919278,0.3239923283
2015-08-30,21.1000003815,23.5950044798,0.3239923283
2015-08-31,22.1250079351,24.7749213350,0.3390176130
2015-09-01,21.8498896195,24.6131050753,0.3293298167
2015-09-02,22.1498856180,24.8960815076,0.3273344574
2015-09-03,22.1549606867,24.5994075639,0.3311207091
2015-09-04,22.0498852193,24.5121785218,0.3264465930
2015-09-05,22.0498852193,24.5856490638,0.3219578710
2015-09-06,22.0498852193,24.5868792070,0.3219578710
2015-09-07,21.9995693211,24.5625001665,0.3184537535
2015-09-08,22.5999995422,25.2700456725,0.3321178106
2015-09-09,22.0959513263,24.6678694787,0.3242130215
2015-09-10,21.7000003815,24.4508403217,0.3207645068
2015-09-11,21.8022694050,24.7217748360,0.3218848524
2015-09-12,21.7995388526,24.7104271736,0.3217712213
2015-09-13,21.7995388526,24.7115959949,0.3217712213
2015-09-14,22.0650004701,24.9452591762,0.3276895110
2015-09-15,21.1249999873,23.7915870204,0.3156474869
2015-09-16,21.7000008269,24.5291164111,0.3333416834
2015-09-17,21.6001995422,24.4286264890,0.3270437047
2015-09-18,21.8249992268,24.7867310806,0.3307653925
2015-09-19,21.7995388526,24.6421319880,0.3221710248
2015-09-20,21.7995388526,24.6421319880,0.3221710248
2015-09-21,21.6499996186,24.2531870730,0.3271411196
2015-09-22,21.7150398581,24.1856600183,0.3273545361
2015-09-23,21.1000007015,23.5455898690,0.3193372498
2015-09-24,21.5200004644,24.2277730070,0.3244423892
2015-09-25,21.6749976371,24.2624635823,0.3304187930
2015-09-26,21.5547111378,24.1352523153,0.3290063688
2015-09-27,21.5547111378,24.1353539901,0.3290063688
2015-09-28,21.5001719210,24.1543118285,0.3275562138
2015-09-29,21.4599990850,24.1249777184,0.3273413835
2015-09-30,21.1999960992,23.6670886791,0.3242506171
2015-10-01,21.0201604578,23.5447493356,0.3205048726
2015-10-02,21.2269664992,23.9274667559,0.3197205898
2015-10-03,21.1489326874,23.7132876095,0.3196661176
2015-10-04,21.1489326874,23.7096986949,0.3196661176
2015-10-05,21.1800003052,23.7223090972,0.3278437942
2015-10-06,21.4865943912,24.2065386385,0.3374956538
2015-10-07,21.2699815915,23.9302647307,0.3398458145
2015-10-08,21.2696727125,23.9990527652,0.3429735603
2015-10-09,21.8242007629,24.7990224576,0.3550126602
2015-10-10,21.8504203256,24.8191647127,0.3537097971
2015-10-11,21.8504203256,24.8191647127,0.3537097971
2015-10-12,21.6002003687,24.5535086581,0.3509773979
2015-10-13,21.7370777420,24.7361079143,0.3467785758
2015-10-14,21.4699996833,24.5522995003,0.3412012976
2015-10-15,21.7550000000,24.8381075415,0.3491664603
2015-10-16,21.3749600000,24.2732684110,0.3477398745
2015-10-17,21.2749706990,24.1475650357,0.3444515621
2015-10-18,21.2749706990,24.1482210743,0.3444515621
2015-10-19,21.2500000000,24.0518165680,0.3416286984
2015-10-20,22.1679992676,25.1785701865,0.3572993291
2015-10-21,22.2749992928,25.2670384588,0.3538989206
2015-10-22,22.2999992371,24.8421364021,0.3553077336
2015-10-23,22.7000023591,25.0142440284,0.3642406467
2015-10-24,22.7509181702,25.0667057840,0.3681287393
2015-10-25,22.7509181702,25.0691916698,0.3681287393
2015-10-26,22.6982396154,25.0781281479,0.3612254933
2015-10-27,22.8600082904,25.2619762510,0.3527490400
2015-10-28,22.9209824922,25.3689180486,0.3597860458
2015-10-29,23.2000023629,25.4310166104,0.3615275520
2015-10-30,23.2949996948,25.7414091584,0.3648436944
2015-10-31,23.1949996948,25.5286317242,0.3640455202
2015-11-01,23.1949996948,25.5302115086,0.3658217204
2015-11-02,15.8033480721,18.6960174862,0.2506556975
2015-11-03,23.2498939498,25.4508020933,0.3700314856
2015-11-04,15.8188486212,18.6743334088,0.2396114935
2015-11-05,22.7739819119,24.7541694173,0.3599356571
2015-11-06,15.7975012439,18.2019675961,0.2429745032
2015-11-07,22.5499992371,24.2232180219,0.3505640776
2015-11-08,22.5499992371,24.2245331523,0.3505640776
2015-11-09,15.8519596016,18.4261059468,0.2443760108
2015-11-10,22.5998832842,24.1499996088,0.3503859615
2015-11-11,22.8995405583,24.5815563301,0.3520899185
2015-11-12,22.9998861777,24.7649798937,0.3473270807
2015-11-13,23.1349747048,24.8022511670,0.3461872896
2015-11-14,23.1100006104,24.8783540136,0.3456478895
2015-11-15,23.1100006104,24.8783540136,0.3458286819
2015-11-16,23.4995755977,25.1699355127,0.3544849474
2015-11-17,23.3473279779,24.8287437125,0.3585959166
2015-11-18,23.7998959673,25.3115285962,0.3644724800
2015-11-19,23.8349990845,25.6156092578,0.3686807345
2015-11-20,24.0921392036,25.6820312920,0.3726001452
2015-11-21,24.0100002289,25.5656713293,0.3693562069
2015-11-22,24.0100002289,25.5656713293,0.3693562069
2015-11-23,23.9514321672,25.3940874678,0.3657484459
2015-11-24,23.8140112299,25.3661815783,0.3642542364
2015-11-25,23.7498664534,25.2106677683,0.3617623082
2015-11-26,23.4749719239,24.9001255078,0.3563806732
2015-11-27,23.7529924103,25.1628779486,0.3586504131
2015-11-28,23.7500000000,25.1607640397,0.3576475974
2015-11-29,23.7500000000,25.1603817629,0.3576475974
2015-11-30,23.9500007629,25.3028054092,0.3615943922
2015-12-01,15.8203473720,18.3284307480,0.2422135504
2015-12-02,23.3997426249,24.7424258475,0.3487812681
2015-12-03,23.0998863001,25.1867086813,0.3392722325
2015-12-04,23.6995745817,25.7909232756,0.3486362540
2015-12-05,15.7919998169,17.6971603489,0.2461972771
2015-12-06,23.6000003815,25.6724646046,0.3467936241
2015-12-07,23.0000000026,24.9312861839,0.3328165087
2015-12-08,15.9170484247,18.0537180282,0.2343455706
2015-12-09,15.9010981012,17.9831752444,0.2299364783
2015-12-10,23.6249987200,25.8611000227,0.3421022675
2015-12-11,23.8271444838,26.2116141636,0.3399390771
2015-12-12,23.7500000000,26.1113829138,0.3376049241
2015-12-13,23.7500000000,26.1109016010,0.3376049241
2015-12-14,23.8250007527,26.2707892515,0.3375214145
2015-12-15,23.8994981310,26.0807805134,0.3416886512
2015-12-16,23.5499992499,25.7573003050,0.3341165706
2015-12-17,23.2763067263,25.1529942842,0.3282224734
2015-12-18,23.5499992371,25.5424841645,0.3328670188
2015-12-19,23.5499992371,25.5928179672,0.3318911312
2015-12-20,23.5499992371,25.5936509374,0.3318911312
2015-12-21,23.3750003815,25.5313381305,0.3280952095
2015-12-22,22.8750385128,25.1102282407,0.3211373095
2015-12-23,22.7999992371,24.7924364796,0.3268031876
2015-12-24,22.8998910652,25.0851935459,0.3268941739
2015-12-25,22.8500003815,25.0577099100,0.3234191606
2015-12-26,22.8998910652,25.1348850433,0.3241754379
2015-12-27,22.8998910652,25.1348907056,0.3241754379
2015-12-28,22.7199993262,24.9505465105,0.3157360735
2015-12-29,23.8021056428,25.9844829950,0.3290966520
2015-12-30,24.0000000000,26.1913128537,0.3277297519
2015-12-31,24.0277587892,26.1098244441,0.3270005907
2016-01-01,24.0277761092,26.0903486193,0.3291476179
2016-01-02,24.0277587892,26.1015249461,0.3291536246
2016-01-03,24.0011103516,26.0713969643,0.3270407589
2016-01-04,24.1409993896,26.0768855235,0.3297567262
2016-01-05,24.1749944303,25.9689025573,0.3298631135
2016-01-06,23.3860059027,25.1660402830,0.3138838996
2016-01-07,24.0499913011,26.1159386645,0.3225104490
2016-01-08,24.0529914941,26.1862259859,0.3210453923
2016-01-09,23.3498922986,25.5109225476,0.3119592311
2016-01-10,23.3498922986,25.5109225476,0.3119592311
2016-01-11,23.4750003789,25.5401157786,0.3087194590
2016-01-12,23.1500076185,25.0884259794,0.3002864024
2016-01-13,23.6200008393,25.6551970325,0.3086058579
2016-01-14,24.1000003815,26.1713208820,0.3157301168
2016-01-15,24.3240087632,26.6753968185,0.3130626636
2016-01-16,24.3983608205,26.6305320139,0.3138075692
2016-01-17,24.3983608205,26.6263632032,0.3138075692
2016-01-18,24.5000000000,26.6695178476,0.3090732054
2016-01-19,24.7122869623,26.9450102708,0.3145706943
2016-01-20,24.4240392371,26.6362428429,0.2980518679
2016-01-21,24.9249592376,27.0050478493,0.3016598226
2016-01-22,24.6249999360,26.6359402262,0.3140370807
2016-01-23,24.5498960680,26.5089040795,0.3141466076
2016-01-24,24.5000000000,26.4575352315,0.3130190501
2016-01-25,24.7500000000,26.7994983023,0.3105509635
2016-01-26,24.9371446768,27.0413407490,0.3167180875
2016-01-27,24.8999996185,27.0609960630,0.3209330151
2016-01-28,25.1000019814,27.4828283308,0.3276773230
2016-01-29,25.6000403814,27.7332087087,0.3379802576
2016-01-30,25.6498978749,27.7812774835,0.3387310123
2016-01-31,25.6498978749,27.7813790073,0.3387310123
2016-02-01,25.5001600000,27.7663458545,0.3313176507
2016-02-02,25.8946410529,28.2443185269,0.3279140466
2016-02-03,25.7000087629,28.4088497280,0.3286716034
2016-02-04,25.9099792810,29.0132751973,0.3397388426
2016-02-05,25.9199992396,28.8463671740,0.3350024755
2016-02-06,25.8749752247,28.8749367816,0.3360326107
2016-02-07,25.8749752247,28.8752859504,0.3360326107
2016-02-08,25.9699662157,29.0130546189,0.3312782500
2016-02-09,26.0249993113,29.4551001517,0.3299135582
2016-02-10,25.9924054894,29.1734357553,0.3302681313
2016-02-11,25.9709913134,29.5088171265,0.3243132540
2016-02-12,26.1749289812,29.4046500700,0.3333092722
2016-02-13,26.1749749964,29.4612276326,0.3326543545
2016-02-14,26.1499996185,29.4331418105,0.3337885815
2016-02-15,26.9370615801,30.0267222274,0.3462136617
2016-02-16,26.8300009498,29.8871016678,0.3458916023
2016-02-17,26.8994651883,29.9674973208,0.3584533847
2016-02-18,26.3996221626,29.2898172012,0.3464755394
2016-02-19,26.9649784253,30.0066179589,0.3480597188
2016-02-20,26.9400005341,29.9896478210,0.3504894069
2016-02-21,26.9400005341,29.9896478210,0.3504894069
2016-02-22,27.1596161749,29.9292681769,0.3610752227
2016-02-23,27.2499022440,30.0204286460,0.3584030087
2016-02-24,27.3850543551,30.1820984835,0.3580290044
2016-02-25,27.0996247244,29.8841343647,0.3575527333
2016-02-26,27.1249776482,29.6495801603,0.3571029606
2016-02-27,27.1000003815,29.6244476915,0.3549675864
2016-02-28,27.1000003815,29.6248680963,0.3549675864
2016-02-29,26.8996245886,29.2290235686,0.3582513446
2016-03-01,27.1855932334,29.4855953147,0.3703195539
2016-03-02,26.5999644316,28.8451927027,0.3616757433
2016-03-03,26.0873094762,28.5583081109,0.3553398194
2016-03-04,26.2496196997,28.9134343083,0.3650681117
2016-03-05,26.1499996185,28.7954363566,0.3638260816
2016-03-06,26.1499996185,28.7926570648,0.3638260816
2016-03-07,26.2496173195,28.8835103856,0.3678124006
2016-03-08,26.2123087406,28.9001522164,0.3600423804
2016-03-09,25.9996136503,28.6561616424,0.3651685889
2016-03-10,25.5498972716,28.5180727727,0.3561888194
2016-03-11,25.5021425822,28.5203018906,0.3653037614
2016-03-12,25.3999996185,28.3203991822,0.3629979287
2016-03-13,25.3999996185,28.3203991822,0.3629979287
2016-03-14,26.4999996185,29.4282831582,0.3742558816
2016-03-15,27.0448001403,30.0464096015,0.3806552777
2016-03-16,27.0249993113,29.9303691759,0.3845813855
2016-03-17,26.4499048868,29.9194976396,0.3885957265
2016-03-18,26.5995923810,30.0341129147,0.3906644632
2016-03-19,26.5996214342,29.9751196590,0.3925681190
2016-03-20,26.5996214342,29.9751196590,0.3925681190
2016-03-21,26.3623604394,29.6904881497,0.3887004466
2016-03-22,26.2250003692,29.4457989697,0.3890757571
2016-03-23,26.1624309156,29.2394006822,0.3826301826
2016-03-24,26.1999031652,29.2445555260,0.3778005177
2016-03-25,26.1999559674,29.2485356930,0.3839442860
2016-03-26,26.2199993134,29.2823061682,0.3833638691
2016-03-27,26.2199993134,29.2823471816,0.3833638691
2016-03-28,26.1689317470,29.3288582543,0.3821235491
2016-03-29,26.2999992499,29.4611341283,0.3822701435
2016-03-30,26.2859463450,29.7714245956,0.3884266019
2016-03-31,26.1996189222,29.8388878345,0.3896529670
2016-04-01,26.0873735205,29.6857375312,0.3840872329
2016-04-02,26.0499022347,29.6839611825,0.3849336743
2016-04-03,26.0499022347,29.6839611825,0.3849336743
2016-04-04,26.1499027493,29.7723741926,0.3836772938
2016-04-05,26.0449298148,29.6727076880,0.3762295236
2016-04-06,25.9511821969,29.6320868934,0.3821251684
2016-04-07,25.8459923416,29.4306382764,0.3792633690
2016-04-08,25.6249738946,29.2241764468,0.3813599427
2016-04-09,25.6249738946,29.2072421435,0.3818470672
2016-04-10,25.6249738946,29.2072421435,0.3818470672
2016-04-11,25.6249966711,29.2404701618,0.3845830327
2016-04-12,25.4949781198,29.0502471310,0.3884300668
2016-04-13,25.5399047773,28.8083549441,0.3869496486
2016-04-14,25.5000384000,28.7248026876,0.3863775507
2016-04-15,25.5249596185,28.8224205133,0.3846087025
2016-04-16,25.3999996185,28.6625097961,0.3822880182
2016-04-17,25.3999996185,28.6620818863,0.3826338190
2016-04-18,25.4500007630,28.8062870567,0.3841604829
2016-04-19,25.3999999385,28.8922972240,0.3868868930
2016-04-20,25.5229190462,28.9198244524,0.3896377078
2016-04-21,25.4750003814,28.7891578575,0.3855999380
2016-04-22,25.3199997588,28.4636985453,0.3812714357
2016-04-23,25.3411553033,28.4479566489,0.3790846775
2016-04-24,25.3411553033,28.4444640610,0.3790846775
2016-04-25,25.4000008371,28.6341314912,0.3823282110
2016-04-26,25.1998981932,28.5178091354,0.3829061516
2016-04-27,25.1244352290,28.4472940592,0.3823297842
2016-04-28,25.1999005949,28.5443783866,0.3910521164
2016-04-29,25.1244592287,28.7565944899,0.3884140071
2016-04-30,25.1976884649,28.8539119129,0.3836257357
2016-05-01,25.1976884649,28.8549134216,0.3836257357
2016-05-02,25.1246269407,28.9216842599,0.3860062503
2016-05-03,25.1241792298,28.9246268276,0.3774218721
2016-05-04,25.1449613646,28.8875833155,0.3776582777
2016-05-05,25.1499499448,28.6861737582,0.3836964301
2016-05-06,25.1822893477,28.7558136067,0.3832517742
2016-05-07,25.1717088117,28.7109016592,0.3818611156
2016-05-08,25.1717088117,28.7109016592,0.3818611156
2016-05-09,25.2370173324,28.7798589964,0.3794175104
2016-05-10,25.1749723419,28.6640430523,0.3800616269
2016-05-11,25.3401770324,28.9948446433,0.3893785491
2016-05-12,25.4749991015,28.9893674381,0.3894913515
2016-05-13,25.5371000602,28.8430002361,0.3916814665
2016-05-14,25.4967012368,28.8279104261,0.3910161353
2016-05-15,25.4967012368,28.8279104261,0.3910161353
2016-05-16,25.5749607629,28.9704793696,0.3939426631
2016-05-17,25.3170642127,28.7017614088,0.3918579933
2016-05-18,25.3549995402,28.5852140779,0.3887152172
2016-05-19,25.2253747101,28.2879412720,0.3754377590
2016-05-20,25.0497067923,28.0770608432,0.3751517642
2016-05-21,25.1556505880,28.2344793935,0.3766304006
2016-05-22,25.1556505880,28.2337099548,0.3766304006
2016-05-23,25.1250516267,28.1245102322,0.3750674091
2016-05-24,25.1299528718,28.0074966737,0.3774218068
2016-05-25,25.0754266372,27.9702246140,0.3809248928
2016-05-26,25.1674936764,28.1465467160,0.3835110346
2016-05-27,25.1522799137,28.0133711543,0.3799951587
2016-05-28,25.1440945197,27.9426951527,0.3807162899
2016-05-29,25.1440945197,27.9426951527,0.3807162899
2016-05-30,25.1749353778,28.0392505567,0.3819006412
2016-05-31,25.1749595571,28.0290379102,0.3805060047
2016-06-01,25.0749342129,27.9966174129,0.3743811580
2016-06-02,25.0013996124,27.8916071793,0.3725617255
2016-06-03,24.9874496284,28.3038294967,0.3793405784
2016-06-04,24.8999996185,28.3014038389,0.3785345102
2016-06-05,24.8999996185,28.3014038389,0.3785345102
2016-06-06,24.9549500764,28.3379529380,0.3814611301
2016-06-07,24.9699763226,28.3467412456,0.3856764425
2016-06-08,24.9538880111,28.4526631467,0.3921034703
2016-06-09,25.0049947850,28.3266709656,0.3896808127
2016-06-10,24.9951629250,28.1935760440,0.3854153837
2016-06-11,25.0641454142,28.2022047350,0.3834448312
2016-06-12,25.0641454142,28.2022002046,0.3834448312
2016-06-13,24.8698993391,28.0559538913,0.3780545455
2016-06-14,24.9349711947,27.9543014267,0.3777720851
2016-06-15,24.9599127271,28.0555185898,0.3818885318
2016-06-16,24.8758784388,27.7592650989,0.3779570971
2016-06-17,24.8948260817,28.0130017049,0.3834247836
2016-06-18,24.8799991608,28.0565632522,0.3842174220
2016-06-19,24.8799991608,28.0582529259,0.3842174220
2016-06-20,24.8947861040,28.1739603155,0.3885629684
2016-06-21,24.9999999462,28.1489103353,0.3908362167
2016-06-22,24.9059814722,28.1077503051,0.3864873697
2016-06-23,24.8399143921,28.2420276763,0.3865475752
2016-06-24,24.8874898802,27.6849511151,0.3826690328
2016-06-25,24.7340043339,27.4991848683,0.3766464499
2016-06-26,24.7340043339,27.4989999738,0.3766464499
2016-06-27,24.9999997117,27.5436727848,0.3823646316
2016-06-28,24.8869903489,27.5002639093,0.3846967905
2016-06-29,24.9199461680,27.7018006005,0.3905667348
2016-06-30,24.8758578629,27.5540462536,0.3880941219
2016-07-01,24.8224943462,27.6492026312,0.3877852596
2016-07-02,24.7840258031,27.6068235067,0.3878603380
2016-07-03,24.7840258031,27.6080887708,0.3878603380
2016-07-04,24.8152002327,27.6546042825,0.3885116305
2016-07-05,24.8999978001,27.5791636365,0.3859383818
2016-07-06,24.8397963662,27.5095082583,0.3852427945
2016-07-07,24.8099926686,27.4534603359,0.3866049666
2016-07-08,24.8613857365,27.4359283638,0.3887073164
2016-07-09,24.8400001526,27.4481205691,0.3916026024
2016-07-10,24.8400001526,27.4481205691,0.3888236801
2016-07-11,24.8402001526,27.4321104796,0.3880805959
2016-07-12,24.8888974838,27.5601652045,0.3893947144
2016-07-13,24.7691923645,27.5271639081,0.3874467861
2016-07-14,24.7854349777,27.5418139043,0.3942291653
2016-07-15,24.8343908199,27.4645047166,0.3914039223
2016-07-16,24.8199996948,27.3890969927,0.3916398569
2016-07-17,24.8199996948,27.3890969927,0.3916398569
2016-07-18,24.9599990840,27.6465575777,0.3967674418
2016-07-19,24.8703967340,27.3938326469,0.3927498408
2016-07-20,24.8575879863,27.3493568629,0.3901288732
2016-07-21,24.8169766965,27.3479896407,0.3866978581
2016-07-22,24.7649742755,27.1746231626,0.3816617380
2016-07-23,24.7399997711,27.1523503368,0.3815345860
2016-07-24,24.7399997711,27.1576324095,0.3815345860
2016-07-25,24.7799908512,27.2079261825,0.3788368060
2016-07-26,24.7849883598,27.2205911316,0.3753504585
2016-07-27,24.8049956812,27.2540172615,0.3743584943
2016-07-28,24.8633957148,27.5826347922,0.3729966057
2016-07-29,24.8101006008,27.7128901969,0.3756053565
2016-07-30,24.8199996948,27.7363368309,0.3761489394
2016-07-31,24.8199996948,27.7323757520,0.3761489394
2016-08-01,24.9241192271,27.8541684827,0.3750407790
2016-08-02,24.8012433135,27.8420462093,0.3715085256
2016-08-03,24.8675995363,27.7819278671,0.3747334830
2016-08-04,24.7807510818,27.5894832682,0.3755573731
2016-08-05,24.8200114018,27.4987288836,0.3795921146
2016-08-06,24.7945154532,27.4897477736,0.3782554579
2016-08-07,24.7945154532,27.4897477736,0.3782554579
2016-08-08,24.8274985401,27.5001566451,0.3839662545
2016-08-09,24.8049955277,27.5574241818,0.3841111813
2016-08-10,24.9200072370,27.8407874521,0.3848343489
2016-08-11,24.9999996185,27.9229878503,0.3872641912
2016-08-12,25.1000000001,28.0424279038,0.3866522735
2016-08-13,25.0740625121,27.9933489024,0.3866310113
2016-08-14,25.0740625121,27.9933489024,0.3866310113
2016-08-15,25.0529034236,28.0591522506,0.3911905788
2016-08-16,24.9298971292,28.1164192316,0.3906459087
2016-08-17,25.1402085656,28.3109044450,0.3909934662
2016-08-18,25.1949509464,28.5598550368,0.3957892536
2016-08-19,25.2496169971,28.5998913464,0.3950496487
2016-08-20,25.2471697923,28.5936246536,0.3951086133
2016-08-21,25.2471697923,28.5917172583,0.3958167248
2016-08-22,25.2900009155,28.6154853354,0.3906443958
2016-08-23,25.3514754575,28.6738398463,0.3927622409
2016-08-24,25.3399930214,28.5162249282,0.3888119536
2016-08-25,25.4699574529,28.7123585884,0.3935515129
2016-08-26,25.4799471384,28.6299194223,0.3945556719
2016-08-27,25.4341675995,28.4740580353,0.3931839992
2016-08-28,25.4341675995,28.4764490318,0.3932155931
2016-08-29,25.5399185918,28.5526678552,0.3925612927
2016-08-30,25.7247839718,28.6858014607,0.3941396412
2016-08-31,26.2383379641,29.2450711795,0.4017113801
2016-09-01,26.6371544287,29.8177577308,0.4039413823
2016-09-02,26.6739840157,29.7653623057,0.4099385705
2016-09-03,26.5872452477,29.6593619594,0.4081009209
2016-09-04,26.5872452477,29.6633328659,0.4081003065
2016-09-05,26.7499052385,29.8257248413,0.4115122320
2016-09-06,26.8891678989,30.2007698938,0.4164156070
2016-09-07,26.6900155362,29.9967300696,0.4149164931
2016-09-08,26.6539750238,30.0014049048,0.4172949039
2016-09-09,26.6829833370,29.9265930682,0.4124446525
2016-09-10,26.7422795707,30.0368741072,0.4132155842
2016-09-11,26.6299991609,29.9133760022,0.4123056948
2016-09-12,26.6635595424,29.9452913389,0.4123851978
2016-09-13,26.2873918922,29.5524260647,0.4032355735
2016-09-14,26.3443911804,29.6817104492,0.4052304647
2016-09-15,26.1049712217,29.3617707690,0.4029830640
2016-09-16,25.8719942993,28.8666720984,0.3981689217
2016-09-17,26.1312205370,29.1558482327,0.4003261176
2016-09-18,26.1312205370,29.1550300083,0.3991906652
2016-09-19,25.7589758684,28.7948333421,0.3987105498
2016-09-20,25.9349753112,28.9754495882,0.4007247056
2016-09-21,25.9429038278,28.9635270246,0.4038551284
2016-09-22,25.9549743487,29.1404630618,0.4077245757
